序号,文件名,相对路径
309,w_explosives_002__flash_grenade.anims,items\player\grenade\w_explosives_002__flash_grenade\w_explosives_002__flash_grenade.anims
310,pma_w_explosives_003__piercing_grenade.anims,items\player\grenade\w_explosives_003__piercing_grenade\pma_w_explosives_003__piercing_grenade.anims
311,pwa_w_explosives_003__piercing_grenade.anims,items\player\grenade\w_explosives_003__piercing_grenade\pwa_w_explosives_003__piercing_grenade.anims
312,w_explosives_003__piercing_grenade.anims,items\player\grenade\w_explosives_003__piercing_grenade\w_explosives_003__piercing_grenade.anims
313,pma_w_explosives_004__incendiary_grenade.anims,items\player\grenade\w_explosives_004__incendiary_grenade\pma_w_explosives_004__incendiary_grenade.anims
314,pwa_w_explosives_004__incendiary_grenade.anims,items\player\grenade\w_explosives_004__incendiary_grenade\pwa_w_explosives_004__incendiary_grenade.anims
315,w_explosives_004__incendiary_grenade.anims,items\player\grenade\w_explosives_004__incendiary_grenade\w_explosives_004__incendiary_grenade.anims
316,pma_w_explosives_005__biohazard_grenade.anims,items\player\grenade\w_explosives_005__biohazard_grenade\pma_w_explosives_005__biohazard_grenade.anims
317,pwa_w_explosives_005__biohazard_grenade.anims,items\player\grenade\w_explosives_005__biohazard_grenade\pwa_w_explosives_005__biohazard_grenade.anims
318,w_explosives_005__biohazard_grenade.anims,items\player\grenade\w_explosives_005__biohazard_grenade\w_explosives_005__biohazard_grenade.anims
319,pma_w_explosives_006__dronelure_grenade.anims,items\player\grenade\w_explosives_006__dronelure_grenade\pma_w_explosives_006__dronelure_grenade.anims
320,pwa_w_explosives_006__dronelure_grenade.anims,items\player\grenade\w_explosives_006__dronelure_grenade\pwa_w_explosives_006__dronelure_grenade.anims
321,w_explosives_006__dronelure_grenade.anims,items\player\grenade\w_explosives_006__dronelure_grenade\w_explosives_006__dronelure_grenade.anims
322,pma_w_explosives_007__recon_grenade.anims,items\player\grenade\w_explosives_007__recon_grenade\pma_w_explosives_007__recon_grenade.anims
323,pwa_w_explosives_007__recon_grenade.anims,items\player\grenade\w_explosives_007__recon_grenade\pwa_w_explosives_007__recon_grenade.anims
324,w_explosives_007__recon_grenade.anims,items\player\grenade\w_explosives_007__recon_grenade\w_explosives_007__recon_grenade.anims
325,pma_w_explosives_008__cutting_grenade.anims,items\player\grenade\w_explosives_008__cutting_grenade\pma_w_explosives_008__cutting_grenade.anims
326,pwa_w_explosives_008__cutting_grenade.anims,items\player\grenade\w_explosives_008__cutting_grenade\pwa_w_explosives_008__cutting_grenade.anims
327,w_explosives_008__cutting_grenade.anims,items\player\grenade\w_explosives_008__cutting_grenade\w_explosives_008__cutting_grenade.anims
328,pma_w_explosives_009__sonic_grenade.anims,items\player\grenade\w_explosives_009__sonic_grenade\pma_w_explosives_009__sonic_grenade.anims
329,pwa_w_explosives_009__sonic_grenade.anims,items\player\grenade\w_explosives_009__sonic_grenade\pwa_w_explosives_009__sonic_grenade.anims
330,w_explosives_009__sonic_grenade.anims,items\player\grenade\w_explosives_009__sonic_grenade\w_explosives_009__sonic_grenade.anims
331,q003__office_chair_a.anims,items\quest\q003\q003__office_chair_a.anims
332,q110_maglev_gate.anims,items\quest\q110\q110_maglev_gate.anims
333,corpo_female_transitions.anims,npc\archetype_characters\corpo_female\interactive_scene\corpo_female_transitions.anims
334,corpo_female__sit_chair_table_keyboard__2h_table__01.anims,npc\archetype_characters\corpo_female\interactive_scene\corpo_female__sit_chair_table_keyboard__2h_table__01.anims
335,corpo_female__stand__2h_front__01.anims,npc\archetype_characters\corpo_female\interactive_scene\corpo_female__stand__2h_front__01.anims
336,corpo_female__stand__lh_tablet__01.anims,npc\archetype_characters\corpo_female\interactive_scene\corpo_female__stand__lh_tablet__01.anims
337,corpo_female__stand_table_keyboard__2h_front__01.anims,npc\archetype_characters\corpo_female\open_world\corpo_female__stand_table_keyboard__2h_front__01.anims
338,corpo_male__sit_chair_table_keyboard__2h_table__01.anims,npc\archetype_characters\corpo_male\interactive_scene\corpo_male__sit_chair_table_keyboard__2h_table__01.anims
339,corpo_male__stand__lh_tablet__01.anims,npc\archetype_characters\corpo_male\interactive_scene\corpo_male__stand__lh_tablet__01.anims
340,corpo_male__stand__rh_gun.anims,npc\archetype_characters\corpo_male\interactive_scene\corpo_male__stand__rh_gun.anims
341,corpo_male__transitions.anims,npc\archetype_characters\corpo_male\interactive_scene\corpo_male__transitions.anims
342,corpo_male__stand__lh_tablet__ow__01.anims,npc\archetype_characters\corpo_male\open_world_master\corpo_male__stand__lh_tablet__ow__01.anims
343,corpo_male__transitions__ow.anims,npc\archetype_characters\corpo_male\open_world_master\corpo_male__transitions__ow.anims
344,corpo_male_big__sit_chair_table_keyboard__2h_table__01.anims,npc\archetype_characters\corpo_male_big\interactive_scene\corpo_male_big__sit_chair_table_keyboard__2h_table__01.anims
345,corpo_male_big__transitions.anims,npc\archetype_characters\corpo_male_big\interactive_scene\corpo_male_big__transitions.anims
346,dirtboy__kneel__2h_elbow_on_knees_rh_cigarette__01.anims,npc\archetype_characters\dirtboy\interactive_scene\dirtboy__kneel__2h_elbow_on_knees_rh_cigarette__01.anims
347,dirtboy__kneel__2h_elbow_on_knees__01.anims,npc\archetype_characters\dirtboy\interactive_scene\dirtboy__kneel__2h_elbow_on_knees__01.anims
348,dirtboy__sit_chair_lean0__2h_on_backrest__01.anims,npc\archetype_characters\dirtboy\interactive_scene\dirtboy__sit_chair_lean0__2h_on_backrest__01.anims
349,dirtboy__sit_chair_lean180__arms_crossed_front__01.anims,npc\archetype_characters\dirtboy\interactive_scene\dirtboy__sit_chair_lean180__arms_crossed_front__01.anims
350,dirtboy__sit_chair_lean180__rh_rifle__01.anims,npc\archetype_characters\dirtboy\interactive_scene\dirtboy__sit_chair_lean180__rh_rifle__01.anims
351,dirtboy__sit_stairs_lean0__rh_cigarette__01.anims,npc\archetype_characters\dirtboy\interactive_scene\dirtboy__sit_stairs_lean0__rh_cigarette__01.anims
352,dirtboy__stand_stairs__2h_on_sides__01.anims,npc\archetype_characters\dirtboy\interactive_scene\dirtboy__stand_stairs__2h_on_sides__01.anims
353,dirtboy__stand_wall_lean180__2h_rifle__01.anims,npc\archetype_characters\dirtboy\interactive_scene\dirtboy__stand_wall_lean180__2h_rifle__01.anims
354,dirtboy__stand_wall_lean180__arms_crossed_front_lf_on_wall__01.anims,npc\archetype_characters\dirtboy\interactive_scene\dirtboy__stand_wall_lean180__arms_crossed_front_lf_on_wall__01.anims
355,dirtboy__stand_wall_lean180__rh_cigarette__01.anims,npc\archetype_characters\dirtboy\interactive_scene\dirtboy__stand_wall_lean180__rh_cigarette__01.anims
356,dirtboy__stand_wall_lean180__rh_rifle__01.anims,npc\archetype_characters\dirtboy\interactive_scene\dirtboy__stand_wall_lean180__rh_rifle__01.anims
357,dirtboy__stand_wall_lean90__rh_cigarette__01.anims,npc\archetype_characters\dirtboy\interactive_scene\dirtboy__stand_wall_lean90__rh_cigarette__01.anims
358,dirtboy__stand__2h_on_hip__01.anims,npc\archetype_characters\dirtboy\interactive_scene\dirtboy__stand__2h_on_hip__01.anims
359,dirtboy__stand__2h_on_lap__01.anims,npc\archetype_characters\dirtboy\interactive_scene\dirtboy__stand__2h_on_lap__01.anims
360,dirtboy__stand__2h_on_sides__01.anims,npc\archetype_characters\dirtboy\interactive_scene\dirtboy__stand__2h_on_sides__01.anims
361,dirtboy__stand__2h_rifle__01.anims,npc\archetype_characters\dirtboy\interactive_scene\dirtboy__stand__2h_rifle__01.anims
362,dirtboy__stand__arms_crossed_front__01.anims,npc\archetype_characters\dirtboy\interactive_scene\dirtboy__stand__arms_crossed_front__01.anims
363,dirtboy__stand__rh_cigarette__01.anims,npc\archetype_characters\dirtboy\interactive_scene\dirtboy__stand__rh_cigarette__01.anims
364,dirtboy__stand__rh_knife__01.anims,npc\archetype_characters\dirtboy\interactive_scene\dirtboy__stand__rh_knife__01.anims
365,dirtboy__stand__r_shoulder_baseball_bat__01.anims,npc\archetype_characters\dirtboy\interactive_scene\dirtboy__stand__r_shoulder_baseball_bat__01.anims
366,dirtboy__stand__r_shoulder_rifle__01.anims,npc\archetype_characters\dirtboy\interactive_scene\dirtboy__stand__r_shoulder_rifle__01.anims
367,dirtboy__stand__r_shoulder_shotgun__01.anims,npc\archetype_characters\dirtboy\interactive_scene\dirtboy__stand__r_shoulder_shotgun__01.anims
368,dirtboy__transitions.anims,npc\archetype_characters\dirtboy\interactive_scene\dirtboy__transitions.anims
369,baseball_bat_locomotion.anims,npc\archetype_characters\dirtboy\locomotion\baseball_bat_locomotion.anims
370,locomotion.anims,npc\archetype_characters\dirtboy\locomotion\locomotion.anims
371,dirtboy_work__sit_chair_lean0__rh_dumbbell__01.anims,npc\archetype_characters\dirtboy\open_world\dirtboy_work__sit_chair_lean0__rh_dumbbell__01.anims
372,dirtboy_work__sit_chair_lean180__rh_can__01.anims,npc\archetype_characters\dirtboy\open_world\dirtboy_work__sit_chair_lean180__rh_can__01.anims
373,dirtboy_work__sit_chair_lean180__rh_phone__01.anims,npc\archetype_characters\dirtboy\open_world\dirtboy_work__sit_chair_lean180__rh_phone__01.anims
374,dirtboy_work__sit_chair__2h_on_lap__02.anims,npc\archetype_characters\dirtboy\open_world\dirtboy_work__sit_chair__2h_on_lap__02.anims
375,dirtboy_work__sit_couch_lean180__2h_phone__01.anims,npc\archetype_characters\dirtboy\open_world\dirtboy_work__sit_couch_lean180__2h_phone__01.anims
376,dirtboy_work__stand_wall_lean180__rh_can__01.anims,npc\archetype_characters\dirtboy\open_world\dirtboy_work__stand_wall_lean180__rh_can__01.anims
377,dirtboy_work__stand_wall_lean90__rh_can__01.anims,npc\archetype_characters\dirtboy\open_world\dirtboy_work__stand_wall_lean90__rh_can__01.anims
378,dirtboy_work__stand__2h_on_hip__01.anims,npc\archetype_characters\dirtboy\open_world\dirtboy_work__stand__2h_on_hip__01.anims
379,dirtboy_work__stand__2h_on_sides__01.anims,npc\archetype_characters\dirtboy\open_world\dirtboy_work__stand__2h_on_sides__01.anims
380,dirtboy_work__stand__drugged__01.anims,npc\archetype_characters\dirtboy\open_world\dirtboy_work__stand__drugged__01.anims
381,dirtboy_work__stand__drugged__02.anims,npc\archetype_characters\dirtboy\open_world\dirtboy_work__stand__drugged__02.anims
382,dirtboy_work__stand__rh_can__01.anims,npc\archetype_characters\dirtboy\open_world\dirtboy_work__stand__rh_can__01.anims
383,dirtboy_work__stand__rh_phone__01.anims,npc\archetype_characters\dirtboy\open_world\dirtboy_work__stand__rh_phone__01.anims
384,dirtboy_work__transitions.anims,npc\archetype_characters\dirtboy\open_world\dirtboy_work__transitions.anims
385,dirtboy_work__stand_wall_lean180__rh_can__ow__01.anims,npc\archetype_characters\dirtboy\open_world_master\dirtboy_work__stand_wall_lean180__rh_can__ow__01.anims
386,dirtboy_work__stand__2h_on_hip__ow__01.anims,npc\archetype_characters\dirtboy\open_world_master\dirtboy_work__stand__2h_on_hip__ow__01.anims
387,dirtboy_work__stand__rh_can__ow__01.anims,npc\archetype_characters\dirtboy\open_world_master\dirtboy_work__stand__rh_can__ow__01.anims
388,dirtboy_work__transitions__ow.anims,npc\archetype_characters\dirtboy\open_world_master\dirtboy_work__transitions__ow.anims
389,dirtboy__kneel__2h_elbow_on_knees_rh_cigarette__ow__01.anims,npc\archetype_characters\dirtboy\open_world_master\dirtboy__kneel__2h_elbow_on_knees_rh_cigarette__ow__01.anims
390,dirtboy__kneel__2h_elbow_on_knees__ow__01.anims,npc\archetype_characters\dirtboy\open_world_master\dirtboy__kneel__2h_elbow_on_knees__ow__01.anims
391,dirtboy__stand_wall_lean180__arms_crossed_front_lf_on_wall__ow__01.anims,npc\archetype_characters\dirtboy\open_world_master\dirtboy__stand_wall_lean180__arms_crossed_front_lf_on_wall__ow__01.anims
392,dirtboy__stand_wall_lean180__rh_cigarette__ow__01.anims,npc\archetype_characters\dirtboy\open_world_master\dirtboy__stand_wall_lean180__rh_cigarette__ow__01.anims
393,dirtboy__stand__2h_on_hip__ow__01.anims,npc\archetype_characters\dirtboy\open_world_master\dirtboy__stand__2h_on_hip__ow__01.anims
394,dirtboy__stand__2h_on_sides__ow__01.anims,npc\archetype_characters\dirtboy\open_world_master\dirtboy__stand__2h_on_sides__ow__01.anims
395,dirtboy__stand__rh_can__ow__01.anims,npc\archetype_characters\dirtboy\open_world_master\dirtboy__stand__rh_can__ow__01.anims
396,dirtboy__stand__rh_cigarette__ow__01.anims,npc\archetype_characters\dirtboy\open_world_master\dirtboy__stand__rh_cigarette__ow__01.anims
397,dirtboy__transitions__ow.anims,npc\archetype_characters\dirtboy\open_world_master\dirtboy__transitions__ow.anims
398,dirtboy_big__kneel__2h_elbow_on_knees_rh_cigarette__01.anims,npc\archetype_characters\dirtboy_big\interactive_scene\dirtboy_big__kneel__2h_elbow_on_knees_rh_cigarette__01.anims
399,dirtboy_big__kneel__2h_elbow_on_knees__01.anims,npc\archetype_characters\dirtboy_big\interactive_scene\dirtboy_big__kneel__2h_elbow_on_knees__01.anims
400,dirtboy_big__sit_chair_lean180__arms_crossed_front__01.anims,npc\archetype_characters\dirtboy_big\interactive_scene\dirtboy_big__sit_chair_lean180__arms_crossed_front__01.anims
401,dirtboy_big__stand__2h_lmg__01.anims,npc\archetype_characters\dirtboy_big\interactive_scene\dirtboy_big__stand__2h_lmg__01.anims
402,dirtboy_big__stand__2h_on_sides__01.anims,npc\archetype_characters\dirtboy_big\interactive_scene\dirtboy_big__stand__2h_on_sides__01.anims
403,dirtboy_big__stand__2h_rifle__01.anims,npc\archetype_characters\dirtboy_big\interactive_scene\dirtboy_big__stand__2h_rifle__01.anims
404,dirtboy_big__stand__rh_cigarette__01.anims,npc\archetype_characters\dirtboy_big\interactive_scene\dirtboy_big__stand__rh_cigarette__01.anims
405,dirtboy_big__transitions.anims,npc\archetype_characters\dirtboy_big\interactive_scene\dirtboy_big__transitions.anims
406,dirtboy_big_work__sit_chair_lean0__rh_dumbbell__01.anims,npc\archetype_characters\dirtboy_big\open_world\dirtboy_big_work__sit_chair_lean0__rh_dumbbell__01.anims
407,dirtboy_big_work__stand__drugged__01.anims,npc\archetype_characters\dirtboy_big\open_world\dirtboy_big_work__stand__drugged__01.anims
408,dirtboy_big_work__stand__rh_can__01.anims,npc\archetype_characters\dirtboy_big\open_world\dirtboy_big_work__stand__rh_can__01.anims
409,dirtboy_child_work__stand__rh_can__01.anims,npc\archetype_characters\dirtboy_child\open_world\dirtboy_child_work__stand__rh_can__01.anims
410,dirtgirl__kneel__2h_elbow_on_knees_rh_cigarette__01.anims,npc\archetype_characters\dirtgirl\interactive_scene\dirtgirl__kneel__2h_elbow_on_knees_rh_cigarette__01.anims
411,dirtgirl__kneel__2h_elbow_on_knees__01.anims,npc\archetype_characters\dirtgirl\interactive_scene\dirtgirl__kneel__2h_elbow_on_knees__01.anims
412,dirtgirl__sit_bench_lean0__2h_elbows_on_knees__01.anims,npc\archetype_characters\dirtgirl\interactive_scene\dirtgirl__sit_bench_lean0__2h_elbows_on_knees__01.anims
