场景路径,Section名称,轨道序号,轨道名称,轨道类型,剪辑数量
base\quest\testgym\meethanako.scenesolution,q115_00b_family_answer_01,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_family_answer_01,6,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_family_answer_01,7,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_family_answer_01,8,hanako,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_family_answer_01,9,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_family_answer_01,10,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_family_answer_01,11,facial,5,2
base\quest\testgym\meethanako.scenesolution,q115_00b_family_answer_01,12,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_family_answer_01,13,logic,8,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_beginning,1,dialog lines,1,4
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_beginning,2,johnny,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_beginning,3,idle,3,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_beginning,4,animation,4,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_beginning,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_beginning,6,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_beginning,7,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_beginning,8,hanako,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_beginning,9,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_beginning,10,animation,4,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_beginning,11,facial,5,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_beginning,12,lookAt,6,2
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_beginning,13,logic,8,1
base\quest\testgym\meethanako.scenesolution,q115_00b_ym mo,1,dialog lines,1,1
base\quest\testgym\meethanako.scenesolution,q115_00b_ym mo,2,hanako,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_ym mo,3,idle,3,0
base\quest\testgym\meethanako.scenesolution,q115_00b_ym mo,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_ym mo,5,facial,5,1
base\quest\testgym\meethanako.scenesolution,q115_00b_ym mo,6,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_ym mo,7,logic,8,1
base\quest\testgym\meethanako.scenesolution,q115_00b_common_section,1,dialog lines,1,6
base\quest\testgym\meethanako.scenesolution,q115_00b_common_section,2,hanako,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_common_section,3,idle,3,2
base\quest\testgym\meethanako.scenesolution,q115_00b_common_section,4,animation,4,3
base\quest\testgym\meethanako.scenesolution,q115_00b_common_section,5,facial,5,3
base\quest\testgym\meethanako.scenesolution,q115_00b_common_section,6,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_common_section,7,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_cut_to_the_chase,1,dialog lines,1,2
base\quest\testgym\meethanako.scenesolution,q115_00b_cut_to_the_chase,2,hanako,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_cut_to_the_chase,3,idle,3,0
base\quest\testgym\meethanako.scenesolution,q115_00b_cut_to_the_chase,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_cut_to_the_chase,5,facial,5,1
base\quest\testgym\meethanako.scenesolution,q115_00b_cut_to_the_chase,6,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_cut_to_the_chase,7,logic,8,1
base\quest\testgym\meethanako.scenesolution,q115_00b_soulkiller_do_you_have,1,dialog lines,1,1
base\quest\testgym\meethanako.scenesolution,q115_00b_soulkiller_do_you_have,2,hanako,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_soulkiller_do_you_have,3,idle,3,0
base\quest\testgym\meethanako.scenesolution,q115_00b_soulkiller_do_you_have,4,animation,4,1
base\quest\testgym\meethanako.scenesolution,q115_00b_soulkiller_do_you_have,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_soulkiller_do_you_have,6,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_soulkiller_do_you_have,7,logic,8,1
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_comment_02,1,dialog lines,1,1
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_comment_02,2,johnny,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_comment_02,3,idle,3,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_comment_02,4,animation,4,1
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_comment_02,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_comment_02,6,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_comment_02,7,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_let_me_hear,1,dialog lines,1,3
base\quest\testgym\meethanako.scenesolution,q115_00b_let_me_hear,2,johnny,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_let_me_hear,3,idle,3,0
base\quest\testgym\meethanako.scenesolution,q115_00b_let_me_hear,4,animation,4,1
base\quest\testgym\meethanako.scenesolution,q115_00b_let_me_hear,5,facial,5,1
base\quest\testgym\meethanako.scenesolution,q115_00b_let_me_hear,6,lookAt,6,2
base\quest\testgym\meethanako.scenesolution,q115_00b_let_me_hear,7,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_nervous,1,dialog lines,1,5
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_nervous,2,hanako,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_nervous,3,idle,3,2
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_nervous,4,animation,4,2
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_nervous,5,facial,5,3
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_nervous,6,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_nervous,7,logic,8,1
base\quest\testgym\meethanako.scenesolution,q115_00b_what_do_u_mean,1,dialog lines,1,3
base\quest\testgym\meethanako.scenesolution,q115_00b_what_do_u_mean,2,johnny,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_what_do_u_mean,3,idle,3,0
base\quest\testgym\meethanako.scenesolution,q115_00b_what_do_u_mean,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_what_do_u_mean,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_what_do_u_mean,6,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_what_do_u_mean,7,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_what_do_u_mean,8,hanako,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_what_do_u_mean,9,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_what_do_u_mean,10,animation,4,2
base\quest\testgym\meethanako.scenesolution,q115_00b_what_do_u_mean,11,facial,5,2
base\quest\testgym\meethanako.scenesolution,q115_00b_what_do_u_mean,12,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_what_do_u_mean,13,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_mean,1,dialog lines,1,3
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_mean,2,hanako,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_mean,3,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_mean,4,animation,4,2
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_mean,5,facial,5,2
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_mean,6,lookAt,6,2
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_mean,7,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_mean,8,johnny,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_mean,9,idle,3,0
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_mean,10,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_mean,11,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_mean,12,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_mean,13,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi,1,dialog lines,1,5
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi,2,hanako,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi,3,idle,3,3
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi,4,facial,5,3
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi,5,lookAt,6,3
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi,6,logic,8,7
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi,7,johnny,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi,8,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi,9,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi,10,facial (1),5,1
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi,11,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi,12,logic,8,1
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi,13,VFX,15,2
base\quest\testgym\meethanako.scenesolution,q115_00b_36,1,dialog lines,1,0
base\quest\testgym\meethanako.scenesolution,q115_00b_36,2,hanako,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_36,3,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_36,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_36,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_36,6,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_36,7,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_comment_03,1,dialog lines,1,1
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_comment_03,2,johnny,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_comment_03,3,idle,3,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_comment_03,4,animation,4,1
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_comment_03,5,facial,5,1
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_comment_03,6,lookAt,6,2
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_comment_03,7,logic,8,2
base\quest\testgym\meethanako.scenesolution,q115_00b_shut_up_johnny,1,dialog lines,1,1
base\quest\testgym\meethanako.scenesolution,q115_00b_shut_up_johnny,2,johnny,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_shut_up_johnny,3,idle,3,0
base\quest\testgym\meethanako.scenesolution,q115_00b_shut_up_johnny,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_shut_up_johnny,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_shut_up_johnny,6,lookAt,6,1
base\quest\testgym\meethanako.scenesolution,q115_00b_shut_up_johnny,7,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_disturbing_conlusion,1,dialog lines,1,0
base\quest\testgym\meethanako.scenesolution,q115_00b_disturbing_conlusion,2,hanako,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_disturbing_conlusion,3,idle,3,0
base\quest\testgym\meethanako.scenesolution,q115_00b_disturbing_conlusion,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_disturbing_conlusion,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_disturbing_conlusion,6,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_disturbing_conlusion,7,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_disturbing_conlusion,8,johnny,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_disturbing_conlusion,9,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_disturbing_conlusion,10,animation,4,1
base\quest\testgym\meethanako.scenesolution,q115_00b_disturbing_conlusion,11,facial,5,1
base\quest\testgym\meethanako.scenesolution,q115_00b_disturbing_conlusion,12,lookAt,6,2
base\quest\testgym\meethanako.scenesolution,q115_00b_disturbing_conlusion,13,logic,8,2
base\quest\testgym\meethanako.scenesolution,q115_00b_stopping_scenespots,1,dialog lines,1,0
base\quest\testgym\meethanako.scenesolution,q115_00b_stopping_scenespots,2,hanako,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_stopping_scenespots,3,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_stopping_scenespots,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_stopping_scenespots,5,facial,5,1
base\quest\testgym\meethanako.scenesolution,q115_00b_stopping_scenespots,6,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_stopping_scenespots,7,logic,8,1
base\quest\testgym\meethanako.scenesolution,q115_00b_stopping_scenespots,8,johnny,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_stopping_scenespots,9,idle,3,2
base\quest\testgym\meethanako.scenesolution,q115_00b_stopping_scenespots,10,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_stopping_scenespots,11,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_stopping_scenespots,12,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_stopping_scenespots,13,logic,8,1
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi_go_one,1,dialog lines,1,2
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi_go_one,2,Player,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi_go_one,3,idle,3,0
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi_go_one,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi_go_one,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi_go_one,6,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi_go_one,7,logic,8,1
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi_how_is_that,1,dialog lines,1,1
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi_how_is_that,2,Player,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi_how_is_that,3,idle,3,0
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi_how_is_that,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi_how_is_that,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi_how_is_that,6,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_mikoshi_how_is_that,7,logic,8,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_drinking,1,dialog lines,1,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_drinking,2,hanako,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_drinking,3,idle,3,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_drinking,4,animation,4,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_drinking,5,facial,5,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_drinking,6,facial (1),5,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_drinking,7,lookAt,6,2
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_drinking,8,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_drinking,9,VFX,15,3
base\quest\testgym\meethanako.scenesolution,q115_00b_my_brother,1,dialog lines,1,2
base\quest\testgym\meethanako.scenesolution,q115_00b_my_brother,2,hanako,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_my_brother,3,idle,3,0
base\quest\testgym\meethanako.scenesolution,q115_00b_my_brother,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_my_brother,5,facial,5,1
base\quest\testgym\meethanako.scenesolution,q115_00b_my_brother,6,lookAt,6,1
base\quest\testgym\meethanako.scenesolution,q115_00b_my_brother,7,logic,8,1
base\quest\testgym\meethanako.scenesolution,q115_00b_my_brother,8,johnny,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_my_brother,9,idle,3,0
base\quest\testgym\meethanako.scenesolution,q115_00b_my_brother,10,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_my_brother,11,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_my_brother,12,lookAt,6,0
base\quest\testgym\meethanako.scenesolution,q115_00b_my_brother,13,logic,8,1
base\quest\testgym\meethanako.scenesolution,q115_00b_player_sitting_animation,1,dialog lines,1,0
base\quest\testgym\meethanako.scenesolution,q115_00b_player_sitting_animation,2,Player,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_player_sitting_animation,3,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_player_sitting_animation,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_player_sitting_animation,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_player_sitting_animation,6,lookAt,6,1
base\quest\testgym\meethanako.scenesolution,q115_00b_player_sitting_animation,7,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_comment_04,1,dialog lines,1,1
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_comment_04,2,johnny,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_comment_04,3,idle,3,1
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_comment_04,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_comment_04,5,facial,5,1
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_comment_04,6,lookAt,6,2
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_comment_04,7,logic,8,1
base\quest\testgym\meethanako.scenesolution,lookat_01,1,dialog lines,1,0
base\quest\testgym\meethanako.scenesolution,lookat_01,2,johnny,2,0
base\quest\testgym\meethanako.scenesolution,lookat_01,3,idle,3,0
base\quest\testgym\meethanako.scenesolution,lookat_01,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,lookat_01,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,lookat_01,6,lookAt,6,1
base\quest\testgym\meethanako.scenesolution,lookat_01,7,logic,8,0
base\quest\testgym\meethanako.scenesolution,lookat_02,1,dialog lines,1,0
base\quest\testgym\meethanako.scenesolution,lookat_02,2,johnny,2,0
base\quest\testgym\meethanako.scenesolution,lookat_02,3,idle,3,0
base\quest\testgym\meethanako.scenesolution,lookat_02,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,lookat_02,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,lookat_02,6,lookAt,6,1
base\quest\testgym\meethanako.scenesolution,lookat_02,7,logic,8,0
base\quest\testgym\meethanako.scenesolution,q115_00b_lookat_03,1,dialog lines,1,0
base\quest\testgym\meethanako.scenesolution,q115_00b_lookat_03,2,johnny,2,0
base\quest\testgym\meethanako.scenesolution,q115_00b_lookat_03,3,idle,3,0
base\quest\testgym\meethanako.scenesolution,q115_00b_lookat_03,4,animation,4,0
base\quest\testgym\meethanako.scenesolution,q115_00b_lookat_03,5,facial,5,0
base\quest\testgym\meethanako.scenesolution,q115_00b_lookat_03,6,lookAt,6,1
base\quest\testgym\meethanako.scenesolution,q115_00b_lookat_03,7,logic,8,0
base\quest\testgym\meethanako.scenesolution,facial_animation_01,1,dialog lines,1,0
