场景路径,章节名称,轨道名称,轨道类型,Clip,Clip数量
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_pissed_02,idle,3,scnbeventsChangeWorkEvent,1
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_pissed_02,animation,4,toolsPlaySkAnimDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_pissed_02,facial,5,toolsChangeIdleAnimDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_pissed_02,lookAt,6,toolsLookAtDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_pissed_02,lookAt,6,toolsLookAtDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_pissed_02,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_inital_pose2,dialog lines,1,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_inital_pose2,hanako,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_inital_pose2,idle,3,scnbeventsChangeWorkEvent,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_inital_pose2,animation,4,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_inital_pose2,facial,5,toolsChangeIdleAnimDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_inital_pose2,lookAt,6,toolsLookAtDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_inital_pose2,logic,8,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_262,dialog lines,1,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_262,johnny,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_262,idle,3,scnbeventsStopWorkEvent,1
base\quest\testgym\meethanako.scenesolution,q115_00b_262,animation,4,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_262,facial,5,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_262,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_262,logic,8,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_no_love_for_corpo_01,dialog lines,1,toolsDialogLineEventDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_no_love_for_corpo_01,dialog lines,1,toolsDialogLineEventDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_no_love_for_corpo_01,johnny,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_no_love_for_corpo_01,idle,3,scnbeventsChangeWorkEvent,1
base\quest\testgym\meethanako.scenesolution,q115_00b_no_love_for_corpo_01,animation,4,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_no_love_for_corpo_01,facial,5,toolsChangeIdleAnimDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_no_love_for_corpo_01,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_no_love_for_corpo_01,logic,8,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_time,dialog lines,1,toolsDialogLineEventDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_time,hanako,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_time,idle,3,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_time,animation,4,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_time,facial,5,toolsPlaySkAnimDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_time,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_time,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_shock,dialog lines,1,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_conclusion,dialog lines,1,toolsDialogLineEventDescriptor,3
base\quest\testgym\meethanako.scenesolution,q115_00b_conclusion,dialog lines,1,toolsDialogLineEventDescriptor,3
base\quest\testgym\meethanako.scenesolution,q115_00b_conclusion,dialog lines,1,toolsDialogLineEventDescriptor,3
base\quest\testgym\meethanako.scenesolution,q115_00b_conclusion,hanako,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_conclusion,idle,3,scnbeventsChangeWorkEvent,2
base\quest\testgym\meethanako.scenesolution,q115_00b_conclusion,idle,3,scnbeventsChangeWorkEvent,2
base\quest\testgym\meethanako.scenesolution,q115_00b_conclusion,animation,4,toolsPlaySkAnimDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_conclusion,animation,4,toolsPlaySkAnimDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_conclusion,facial,5,toolsPlaySkAnimDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_conclusion,facial,5,toolsPlaySkAnimDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_conclusion,lookAt,6,toolsLookAtDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_conclusion,logic,8,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_conclusion,johnny,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_conclusion,idle,3,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_conclusion,animation,4,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_conclusion,facial,5,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_conclusion,lookAt,6,toolsLookAtDescriptor,3
base\quest\testgym\meethanako.scenesolution,q115_00b_conclusion,lookAt,6,toolsLookAtDescriptor,3
base\quest\testgym\meethanako.scenesolution,q115_00b_conclusion,lookAt,6,toolsLookAtDescriptor,3
base\quest\testgym\meethanako.scenesolution,q115_00b_conclusion,logic,8,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_power,dialog lines,1,toolsDialogLineEventDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_family,dialog lines,1,toolsDialogLineEventDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_corporation,dialog lines,1,toolsDialogLineEventDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_dont_know,dialog lines,1,toolsDialogLineEventDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_family_answer_01,dialog lines,1,toolsDialogLineEventDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_family_answer_01,johnny,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_family_answer_01,idle,3,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_family_answer_01,animation,4,toolsPlaySkAnimDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_family_answer_01,facial,5,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_family_answer_01,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_family_answer_01,logic,8,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_family_answer_01,hanako,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_family_answer_01,idle,3,scnbeventsChangeWorkEvent,1
base\quest\testgym\meethanako.scenesolution,q115_00b_family_answer_01,animation,4,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_family_answer_01,facial,5,toolsPlaySkAnimDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_family_answer_01,facial,5,toolsPlaySkAnimDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_family_answer_01,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_family_answer_01,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_beginning,dialog lines,1,toolsDialogLineEventDescriptor,4
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_beginning,dialog lines,1,toolsDialogLineEventDescriptor,4
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_beginning,dialog lines,1,toolsDialogLineEventDescriptor,4
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_beginning,dialog lines,1,toolsDialogLineEventDescriptor,4
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_beginning,johnny,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_beginning,idle,3,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_beginning,animation,4,toolsPlaySkAnimDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_beginning,facial,5,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_beginning,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_beginning,logic,8,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_beginning,hanako,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_beginning,idle,3,scnbeventsChangeWorkEvent,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_beginning,animation,4,toolsPlaySkAnimDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_beginning,facial,5,toolsPlaySkAnimDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_beginning,lookAt,6,toolsLookAtDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_beginning,lookAt,6,toolsLookAtDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_beginning,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_ym mo,dialog lines,1,toolsDialogLineEventDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_ym mo,hanako,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_ym mo,idle,3,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_ym mo,animation,4,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_ym mo,facial,5,toolsPlaySkAnimDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_ym mo,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_ym mo,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_common_section,dialog lines,1,toolsDialogLineEventDescriptor,6
base\quest\testgym\meethanako.scenesolution,q115_00b_common_section,dialog lines,1,toolsDialogLineEventDescriptor,6
base\quest\testgym\meethanako.scenesolution,q115_00b_common_section,dialog lines,1,toolsDialogLineEventDescriptor,6
base\quest\testgym\meethanako.scenesolution,q115_00b_common_section,dialog lines,1,toolsDialogLineEventDescriptor,6
base\quest\testgym\meethanako.scenesolution,q115_00b_common_section,dialog lines,1,toolsDialogLineEventDescriptor,6
base\quest\testgym\meethanako.scenesolution,q115_00b_common_section,dialog lines,1,toolsDialogLineEventDescriptor,6
base\quest\testgym\meethanako.scenesolution,q115_00b_common_section,hanako,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_common_section,idle,3,scnbeventsChangeWorkEvent,2
base\quest\testgym\meethanako.scenesolution,q115_00b_common_section,idle,3,scnbeventsChangeWorkEvent,2
base\quest\testgym\meethanako.scenesolution,q115_00b_common_section,animation,4,toolsPlaySkAnimDescriptor,3
base\quest\testgym\meethanako.scenesolution,q115_00b_common_section,animation,4,toolsPlaySkAnimDescriptor,3
base\quest\testgym\meethanako.scenesolution,q115_00b_common_section,animation,4,toolsPlaySkAnimDescriptor,3
base\quest\testgym\meethanako.scenesolution,q115_00b_common_section,facial,5,toolsPlaySkAnimDescriptor,3
base\quest\testgym\meethanako.scenesolution,q115_00b_common_section,facial,5,toolsPlaySkAnimDescriptor,3
base\quest\testgym\meethanako.scenesolution,q115_00b_common_section,facial,5,toolsPlaySkAnimDescriptor,3
base\quest\testgym\meethanako.scenesolution,q115_00b_common_section,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_common_section,logic,8,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_cut_to_the_chase,dialog lines,1,toolsDialogLineEventDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_cut_to_the_chase,dialog lines,1,toolsDialogLineEventDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_cut_to_the_chase,hanako,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_cut_to_the_chase,idle,3,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_cut_to_the_chase,animation,4,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_cut_to_the_chase,facial,5,toolsPlaySkAnimDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_cut_to_the_chase,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_cut_to_the_chase,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_soulkiller_do_you_have,dialog lines,1,toolsDialogLineEventDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_soulkiller_do_you_have,hanako,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_soulkiller_do_you_have,idle,3,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_soulkiller_do_you_have,animation,4,toolsPlaySkAnimDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_soulkiller_do_you_have,facial,5,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_soulkiller_do_you_have,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_soulkiller_do_you_have,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_comment_02,dialog lines,1,toolsDialogLineEventDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_comment_02,johnny,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_comment_02,idle,3,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_comment_02,animation,4,toolsPlaySkAnimDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_comment_02,facial,5,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_comment_02,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_johnny_comment_02,logic,8,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_let_me_hear,dialog lines,1,toolsDialogLineEventDescriptor,3
base\quest\testgym\meethanako.scenesolution,q115_00b_let_me_hear,dialog lines,1,toolsDialogLineEventDescriptor,3
base\quest\testgym\meethanako.scenesolution,q115_00b_let_me_hear,dialog lines,1,toolsDialogLineEventDescriptor,3
base\quest\testgym\meethanako.scenesolution,q115_00b_let_me_hear,johnny,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_let_me_hear,idle,3,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_let_me_hear,animation,4,toolsPlaySkAnimDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_let_me_hear,facial,5,toolsPlaySkAnimDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_let_me_hear,lookAt,6,toolsLookAtDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_let_me_hear,lookAt,6,toolsLookAtDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_let_me_hear,logic,8,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_nervous,dialog lines,1,toolsDialogLineEventDescriptor,5
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_nervous,dialog lines,1,toolsDialogLineEventDescriptor,5
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_nervous,dialog lines,1,toolsDialogLineEventDescriptor,5
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_nervous,dialog lines,1,toolsDialogLineEventDescriptor,5
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_nervous,dialog lines,1,toolsDialogLineEventDescriptor,5
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_nervous,hanako,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_nervous,idle,3,scnbeventsChangeWorkEvent,2
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_nervous,idle,3,scnbeventsChangeWorkEvent,2
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_nervous,animation,4,toolsPlaySkAnimDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_nervous,animation,4,toolsPlaySkAnimDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_nervous,facial,5,toolsPlaySkAnimDescriptor,3
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_nervous,facial,5,toolsPlaySkAnimDescriptor,3
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_nervous,facial,5,toolsPlaySkAnimDescriptor,3
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_nervous,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_hanako_nervous,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\meethanako.scenesolution,q115_00b_what_do_u_mean,dialog lines,1,toolsDialogLineEventDescriptor,3
base\quest\testgym\meethanako.scenesolution,q115_00b_what_do_u_mean,dialog lines,1,toolsDialogLineEventDescriptor,3
base\quest\testgym\meethanako.scenesolution,q115_00b_what_do_u_mean,dialog lines,1,toolsDialogLineEventDescriptor,3
base\quest\testgym\meethanako.scenesolution,q115_00b_what_do_u_mean,johnny,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_what_do_u_mean,idle,3,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_what_do_u_mean,animation,4,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_what_do_u_mean,facial,5,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_what_do_u_mean,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_what_do_u_mean,logic,8,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_what_do_u_mean,hanako,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_what_do_u_mean,idle,3,scnbeventsChangeWorkEvent,1
base\quest\testgym\meethanako.scenesolution,q115_00b_what_do_u_mean,animation,4,toolsPlaySkAnimDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_what_do_u_mean,animation,4,toolsPlaySkAnimDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_what_do_u_mean,facial,5,toolsPlaySkAnimDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_what_do_u_mean,facial,5,toolsPlaySkAnimDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_what_do_u_mean,lookAt,6,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_what_do_u_mean,logic,8,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_mean,dialog lines,1,toolsDialogLineEventDescriptor,3
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_mean,dialog lines,1,toolsDialogLineEventDescriptor,3
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_mean,dialog lines,1,toolsDialogLineEventDescriptor,3
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_mean,hanako,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_mean,idle,3,scnbeventsChangeWorkEvent,1
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_mean,animation,4,toolsPlaySkAnimDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_mean,animation,4,toolsPlaySkAnimDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_mean,facial,5,toolsPlaySkAnimDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_mean,facial,5,toolsPlaySkAnimDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_mean,lookAt,6,toolsChangeIdleAnimDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_mean,lookAt,6,toolsChangeIdleAnimDescriptor,2
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_mean,logic,8,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_mean,johnny,2,,0
base\quest\testgym\meethanako.scenesolution,q115_00b_angry_mean,idle,3,,0
