场景路径,段落名称,轨道名称,轨道类型,剪辑序号,剪辑类型
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_blue_about_hanako,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_blue_about_hanako,VFX,15,1,scnbeventsVFXEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_blue_about_hanako,VFX,15,2,scnbeventsVFXEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_blue_about_hanako,VFX,15,3,scnbeventsVFXEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_blue_about_hanako,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_blue_about_hanako,animation,4,2,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_blue_about_hanako,facial,5,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_blue_about_hanako,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_blue_about_hanako,logic,8,2,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_shut_up_johnny,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_shut_up_johnny,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_shut_up_johnny,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_do_u_mean,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_do_u_mean,dialog lines,1,2,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_do_u_mean,dialog lines,1,3,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_do_u_mean,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_do_u_mean,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_do_u_mean,animation,4,2,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_do_u_mean,facial,5,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_do_u_mean,facial,5,2,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_do_u_mean,lookAt,6,1,toolsChangeIdleAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_do_u_mean,lookAt,6,2,toolsChangeIdleAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_do_u_mean,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_angry_mean,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_angry_mean,dialog lines,1,2,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_angry_mean,dialog lines,1,3,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_angry_mean,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_angry_mean,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_angry_mean,animation,4,2,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_angry_mean,facial,5,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_angry_mean,facial,5,2,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_angry_mean,lookAt,6,1,toolsChangeIdleAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_angry_mean,lookAt,6,2,toolsChangeIdleAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_angry_mean,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_disturbing_conlusion,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_disturbing_conlusion,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_disturbing_conlusion,animation,4,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_disturbing_conlusion,facial,5,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_disturbing_conlusion,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_disturbing_conlusion,lookAt,6,2,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_disturbing_conlusion,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_disturbing_conlusion,logic,8,2,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_pissed,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_pissed,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_pissed,facial,5,1,toolsChangeIdleAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_pissed,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_pissed,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_waitress,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_waitress,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_waitress,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_inital_pose,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_inital_pose,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_inital_pose,facial,5,1,toolsChangeIdleAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_inital_pose,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_inital_pose,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_comment_02,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_comment_02,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_comment_02,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_comment_02,lookAt,6,2,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_comment_02,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_comment_03,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_comment_03,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_comment_03,facial,5,1,toolsChangeIdleAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_comment_03,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_comment_03,lookAt,6,2,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_comment_03,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_comment_03,logic,8,2,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_comment_04,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_comment_04,idle,3,1,toolsChangeIdleAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_comment_04,facial,5,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_comment_04,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_comment_04,lookAt,6,2,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_comment_04,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sama,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sama,dialog lines,1,2,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sama,dialog lines,1,3,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sama,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sama,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sama,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_reaction,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_reaction,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_reaction,facial,5,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_reaction,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_reaction,lookAt,6,2,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_greeting,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_greeting,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_power_conclusion,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_power_conclusion,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_power_conclusion,facial,5,1,toolsChangeIdleAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_power_conclusion,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_pissed_02,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_pissed_02,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_pissed_02,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_pissed_02,facial,5,1,toolsChangeIdleAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_pissed_02,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_pissed_02,lookAt,6,2,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_pissed_02,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_pissed_lookat_reaction,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_pissed_lookat_reaction,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_pissed_lookat_reaction,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_restaurant_crew_comment,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_restaurant_crew_comment,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_restaurant_crew_comment,lookAt,6,2,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_relax_johnny,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_relax_johnny,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_relax_johnny,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_relax_johnny,facial,5,1,toolsChangeIdleAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_relax_johnny,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_relax_johnny,lookAt,6,2,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_no_love_for_corpo,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_no_love_for_corpo,dialog lines,1,2,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_no_love_for_corpo,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_no_love_for_corpo,facial,5,1,toolsChangeIdleAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_no_love_for_corpo,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_drinking,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_drinking,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_drinking,logic,8,1,scnbeventsAttachPropDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_drinking,logic,8,2,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_drinking,logic,8,3,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_drinking,logic,8,4,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_drinking,VFX,15,1,scnbeventsVFXEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_drinking,VFX,15,2,scnbeventsVFXEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_drinking,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_drinking,lookAt,6,2,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_drinking,logic (1),8,1,scnbeventsAttachPropDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_getting_from_the_bar,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_getting_from_the_bar,VFX,15,1,scnbeventsVFXEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_getting_from_the_bar_2,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_getting_from_the_bar_2,VFX,15,1,scnbeventsVFXEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_player_sitting_animation,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_player_sitting_animation,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_player_sitting_animation,lookAt,6,1,scnbeventsCameraClipDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_player_sitting_animation,logic,8,1,scnbeventsAttachPropDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_player_sitting_animation,logic,8,2,scnbeventsAttachPropDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_street_guards_lookats,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_street_guards_lookats,facial,5,1,toolsChangeIdleAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_street_guards_lookats,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_street_guards_lookats,facial,5,1,toolsChangeIdleAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_street_guards_lookats,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_street_guard_movement,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_street_guard_movement,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_street_guard_movement,logic,8,2,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_street_guard_movement,animation,4,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_street_guard_movement,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_street_guard_movement,lookAt,6,2,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_walking_into_frame,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_walking_into_frame,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_walking_into_frame,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_walking_into_frame,logic,8,2,scnbeventsVFXEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_walking_into_frame_02,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_walking_into_frame_02,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_walking_into_frame_02,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_walking_into_frame_02,logic,8,1,scnbeventsAttachPropDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_nod,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_nod,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_idle_sitting_in_the_back,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_idle_sitting_in_the_back,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_street_guard_to_hanako,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_street_guard_to_hanako,dialog lines,1,2,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_street_guard_to_hanako,facial,5,1,toolsChangeIdleAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_street_guard_to_hanako,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_street_guard_to_hanako,logic,8,2,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_street_guard_to_hanako,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_street_guard_to_hanako,facial,5,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_street_guard_to_hanako,lookAt,6,1,scnbeventsVFXEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_street_guard_to_hanako,lookAt,6,2,scnbeventsVFXEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_street_guard_to_hanako,lookAt,6,3,toolsChangeIdleAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_getting_from_the_bar_animation,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_getting_from_the_bar_animation,idle,3,1,scnbeventsStopWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_getting_from_the_bar_animation,idle,3,2,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_getting_from_the_bar_animation,facial,5,1,scnbeventsVFXEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_getting_from_the_bar_animation,lookAt,6,1,scnbeventsCameraClipDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_getting_from_the_bar_animation,lookAt,6,2,scnbeventsCameraClipDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_getting_from_the_bar_animation,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_getting_from_the_bar_animation,logic,8,2,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_getting_from_the_bar_animation,logic,8,3,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_getting_from_the_bar_animation,logic,8,4,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_getting_from_the_bar_animation,facial,5,1,toolsChangeIdleAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_getting_from_the_bar_animation,logic,8,1,scnbeventsVFXEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_drinking,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_drinking,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_drinking,facial,5,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_drinking,facial (1),5,1,toolsChangeIdleAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_drinking,lookAt,6,1,scnbeventsAttachPropDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_drinking,lookAt,6,2,scnbeventsAttachPropDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_drinking,VFX,15,1,scnbeventsVFXEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_drinking,VFX,15,2,scnbeventsVFXEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_drinking,VFX,15,3,scnbeventsVFXEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_stopping_scenespots,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_stopping_scenespots,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_stopping_scenespots,facial,5,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_stopping_scenespots,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_stopping_scenespots,idle,3,2,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_stopping_scenespots,logic,8,1,scnbeventsAttachPropDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_08,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_08,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_08,lookAt,6,1,toolsLookAtAdvancedDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_08,lookAt,6,2,toolsLookAtAdvancedDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_08,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_01_lookat,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_01_lookat,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_animations,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_animations,facial,5,1,toolsChangeIdleAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_animations,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_animations,facial,5,1,toolsChangeIdleAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_animations,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_09,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_moving_back,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_moving_back,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_moving_back,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_to_stand_hands_back,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_to_stand_hands_back,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_AV_sfx,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_AV_sfx,SFX,14,1,toolsAudioEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_ending_scenespot,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_ending_scenespot,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_01_ending_scenespot,dialog lines,1,1,toolsDialogLineEventDescriptor
